timestamp,pid,event
253,8697,HighEntropyFile
254,8697,BusyLoop
255,8697,HighEntropyFile
256,8697,HighEntropyFile
257,8697,BusyLoop
258,8697,WriteFile
259,8697,WriteFile
260,8697,WriteFile
261,8697,HighEntropyFile
262,8697,HighEntropyFile
263,8697,WriteFile
264,8697,RapidFileWrite
265,8697,WriteFile
266,8697,HighEntropyFile
267,8697,BusyLoop
268,8697,HighEntropyFile
269,8697,BusyLoop
270,8697,BusyLoop
271,8697,WriteFile
272,8697,HighEntropyFile
273,8697,WriteFile
274,8697,VirtualAlloc
275,8697,CloseHandle
276,8697,WriteFile
277,8697,WriteFile
278,8697,HighEntropyFile
279,8697,HighEntropyFile
280,8697,BusyLoop
281,8697,BusyLoop
282,8697,VirtualAlloc
283,8697,BusyLoop
284,8697,HighEntropyFile
285,8697,HighEntropyFile
286,8697,WriteFile
287,8697,WriteFile
288,8697,HighEntropyFile
289,8697,HighEntropyFile
290,8697,HighEntropyFile
291,8697,WriteFile
292,8697,HighEntropyFile
293,8697,WriteFile
294,8697,WriteFile
295,8697,VirtualAlloc
296,8697,WriteFile
297,8697,HighEntropyFile
298,8697,CloseHandle
299,8697,WriteFile
300,8697,BusyLoop
301,8697,CloseHandle
302,8697,CloseHandle
303,8697,VirtualAlloc
304,8697,BusyLoop
305,8697,WriteFile
306,8697,HighEntropyFile
307,8697,HighEntropyFile
308,8697,WriteFile
309,8697,HighEntropyFile
310,8697,HighEntropyFile
311,8697,HighEntropyFile
312,8697,WriteFile
313,8697,HighEntropyFile
314,8697,WriteFile
315,8697,WriteFile
316,8697,CloseHandle
317,8697,WriteFile
318,8697,VirtualAlloc
319,8697,WriteFile
320,8697,HighEntropyFile
321,8697,HighEntropyFile
322,8697,VirtualAlloc
323,8697,WriteFile
324,8697,VirtualAlloc
325,8697,WriteFile
326,8697,HighEntropyFile
327,8697,HighEntropyFile
328,8697,HighEntropyFile
329,8697,BusyLoop
330,8697,HighEntropyFile
331,8697,VirtualAlloc
332,8697,BusyLoop
333,8697,VirtualAlloc
334,8697,VirtualAlloc
335,8697,VirtualAlloc
336,8697,WriteFile
337,8697,HighEntropyFile
338,8697,HighEntropyFile
339,8697,WriteFile
340,8697,VirtualAlloc
341,8697,HighEntropyFile
342,8697,HighEntropyFile
343,8697,HighEntropyFile
344,8697,CloseHandle
345,8697,CloseHandle
346,8697,VirtualAlloc
347,8697,CloseHandle
348,8697,HighEntropyFile
349,8697,HighEntropyFile
350,8697,WriteFile
351,8697,HighEntropyFile
352,8697,HighEntropyFile
353,8697,VirtualAlloc
354,8697,CanaryViolation
355,8697,ShadowCopyDelete
356,8697,NetworkConnect
357,8697,NetworkConnect
358,8697,EarlyTermination
359,8697,CloseHandle
360,8697,HighEntropyFile
361,8697,HighEntropyFile
362,8697,WriteFile
363,8697,WriteFile
364,8697,HighEntropyFile
365,8697,HighEntropyFile
366,8697,WriteFile
367,8697,HighEntropyFile
368,8697,CloseHandle
369,8697,HighEntropyFile
370,8697,WriteFile
371,8697,HighEntropyFile
372,8697,CloseHandle
373,8697,HighEntropyFile
374,8697,WriteFile
375,8697,HighEntropyFile
376,8697,HighEntropyFile
377,8697,CloseHandle
378,8697,CloseHandle
379,8697,CloseHandle
380,8697,CloseHandle
381,8697,WriteFile
382,8697,HighEntropyFile
383,8697,CloseHandle
384,8697,WriteFile
385,8697,WriteFile
386,8697,CloseHandle
387,8697,HighEntropyFile
388,8697,WriteFile
389,8697,HighEntropyFile
390,8697,WriteFile
391,8697,CloseHandle
392,8697,WriteFile
393,8697,HighEntropyFile
394,8697,CloseHandle
395,8697,CloseHandle
396,8697,WriteFile
397,8697,CloseHandle
398,8697,WriteFile
399,8697,CloseHandle
400,8697,CloseHandle
401,8697,WriteFile
402,8697,HighEntropyFile
403,8697,HighEntropyFile
404,8697,CloseHandle
405,8697,HighEntropyFile
406,8697,CloseHandle
407,8697,CloseHandle
408,8697,CloseHandle
409,8697,CloseHandle
410,8697,HighEntropyFile
411,8697,HighEntropyFile
412,8697,HighEntropyFile
413,8697,CloseHandle
414,8697,CloseHandle
415,8697,WriteFile
416,8697,WriteFile
417,8697,HighEntropyFile
