timestamp,pid,event
167,2250,memset
168,2250,memset
169,2250,SetLastError
170,2250,RtlSetLastWin32Error
171,2250,CreateServiceA
172,2250,RtlAllocateHeap
173,2250,RtlInitAnsiString
174,2250,RtlAnsiStringToUnicodeString
175,2250,RpcSsGetContextBinding
176,2250,RtlFreeHeap
177,2250,GetServiceDisplayNameA
178,2250,memset
179,2250,memset
180,2250,SetLastError
181,2250,RtlSetLastWin32Error
182,2250,CreateServiceA
183,2250,RtlAllocateHeap
184,2250,RtlInitAnsiString
185,2250,RtlAnsiStringToUnicodeString
186,2250,RpcSsGetContextBinding
187,2250,RtlFreeHeap
188,2250,GetServiceDisplayNameA
189,2250,memset
190,2250,memset
191,2250,SetLastError
192,2250,RtlSetLastWin32Error
193,2250,CreateServiceA
194,2250,RtlAllocateHeap
195,2250,RtlInitAnsiString
196,2250,RtlAnsiStringToUnicodeString
197,2250,RpcSsGetContextBinding
198,2250,RtlFreeHeap
199,2250,GetServiceDisplayNameA
200,2250,memset
201,2250,memset
202,2250,SetLastError
203,2250,RtlSetLastWin32Error
204,2250,CreateServiceA
205,2250,RtlAllocateHeap
206,2250,RtlInitAnsiString
207,2250,RtlAnsiStringToUnicodeString
208,2250,RpcSsGetContextBinding
209,2250,RtlFreeHeap
210,2250,GetServiceDisplayNameA
211,2250,memset
212,2250,memset
213,2250,SetLastError
214,2250,RtlSetLastWin32Error
215,2250,CreateServiceA
216,2250,RtlAllocateHeap
217,2250,RtlInitAnsiString
218,2250,RtlAnsiStringToUnicodeString
219,2250,RpcSsGetContextBinding
220,2250,RtlFreeHeap
221,2250,GetServiceDisplayNameA
222,2250,memset
223,2250,memset
224,2250,SetLastError
225,2250,RtlSetLastWin32Error
226,2250,CreateServiceA
227,2250,RtlAllocateHeap
228,2250,RtlInitAnsiString
229,2250,RtlAnsiStringToUnicodeString
230,2250,RpcSsGetContextBinding
231,2250,RtlFreeHeap
232,2250,GetServiceDisplayNameA
233,2250,memset
234,2250,memset
235,2250,SetLastError
236,2250,RtlSetLastWin32Error
237,2250,CreateServiceA
238,2250,RtlAllocateHeap
239,2250,RtlInitAnsiString
240,2250,RtlAnsiStringToUnicodeString
241,2250,RpcSsGetContextBinding
242,2250,RtlFreeHeap
243,2250,GetServiceDisplayNameA
244,2250,memset
245,2250,memset
246,2250,SetLastError
247,2250,RtlSetLastWin32Error
248,2250,CreateServiceA
249,2250,RtlAllocateHeap
250,2250,RtlInitAnsiString
251,2250,RtlAnsiStringToUnicodeString
252,2250,RpcSsGetContextBinding
253,2250,RtlFreeHeap
254,2250,GetServiceDisplayNameA
255,2250,memset
256,2250,memset
257,2250,SetLastError
258,2250,RtlSetLastWin32Error
259,2250,CreateServiceA
260,2250,RtlAllocateHeap
261,2250,RtlInitAnsiString
262,2250,RtlAnsiStringToUnicodeString
263,2250,RpcSsGetContextBinding
264,2250,RtlFreeHeap
265,2250,GetServiceDisplayNameA
266,2250,memset
267,2250,memset
268,2250,SetLastError
269,2250,RtlSetLastWin32Error
270,2250,CreateServiceA
271,2250,RtlAllocateHeap
272,2250,RtlInitAnsiString
273,2250,RtlAnsiStringToUnicodeString
274,2250,RpcSsGetContextBinding
275,2250,RtlFreeHeap
276,2250,GetServiceDisplayNameA
277,2250,memset
278,2250,memset
279,2250,SetLastError
280,2250,RtlSetLastWin32Error
281,2250,CreateServiceA
282,2250,RtlAllocateHeap
283,2250,RtlInitAnsiString
284,2250,RtlAnsiStringToUnicodeString
285,2250,RpcSsGetContextBinding
286,2250,RtlFreeHeap
287,2250,GetServiceDisplayNameA
288,2250,memset
289,2250,memset
290,2250,SetLastError
291,2250,RtlSetLastWin32Error
292,2250,CreateServiceA
293,2250,RtlAllocateHeap
294,2250,RtlInitAnsiString
295,2250,RtlAnsiStringToUnicodeString
296,2250,RpcSsGetContextBinding
297,2250,RtlFreeHeap
298,2250,GetServiceDisplayNameA
299,2250,memset
300,2250,memset
301,2250,SetLastError
302,2250,RtlSetLastWin32Error
303,2250,CreateServiceA
304,2250,RtlAllocateHeap
305,2250,RtlInitAnsiString
306,2250,RtlAnsiStringToUnicodeString
307,2250,RpcSsGetContextBinding
308,2250,RtlFreeHeap
309,2250,GetServiceDisplayNameA
310,2250,memset
311,2250,memset
312,2250,SetLastError
313,2250,RtlSetLastWin32Error
314,2250,CreateServiceA
315,2250,RtlAllocateHeap
316,2250,RtlInitAnsiString
317,2250,RtlAnsiStringToUnicodeString
318,2250,RpcSsGetContextBinding
319,2250,RtlFreeHeap
320,2250,GetServiceDisplayNameA
321,2250,memset
322,2250,memset
323,2250,SetLastError
324,2250,RtlSetLastWin32Error
325,2250,CreateServiceA
326,2250,RtlAllocateHeap
327,2250,RtlInitAnsiString
328,2250,RtlAnsiStringToUnicodeString
329,2250,RpcSsGetContextBinding
330,2250,RtlFreeHeap
331,2250,GetServiceDisplayNameA
332,2250,memset
333,2250,memset
334,2250,SetLastError
335,2250,RtlSetLastWin32Error
336,2250,CreateServiceA
337,2250,RtlAllocateHeap
338,2250,RtlInitAnsiString
339,2250,RtlAnsiStringToUnicodeString
340,2250,RpcSsGetContextBinding
341,2250,RtlFreeHeap
342,2250,GetServiceDisplayNameA
343,2250,memset
344,2250,memset
345,2250,SetLastError
346,2250,RtlSetLastWin32Error
347,2250,CreateServiceA
348,2250,RtlAllocateHeap
349,2250,RtlInitAnsiString
350,2250,RtlAnsiStringToUnicodeString
351,2250,RpcSsGetContextBinding
352,2250,RtlFreeHeap
353,2250,GetServiceDisplayNameA
354,2250,memset
355,2250,memset
356,2250,SetLastError
357,2250,RtlSetLastWin32Error
358,2250,CreateServiceA
359,2250,RtlAllocateHeap
360,2250,RtlInitAnsiString
361,2250,RtlAnsiStringToUnicodeString
362,2250,RpcSsGetContextBinding
363,2250,RtlFreeHeap
364,2250,GetServiceDisplayNameA
365,2250,memset
366,2250,memset
367,2250,SetLastError
368,2250,RtlSetLastWin32Error
369,2250,CreateServiceA
370,2250,RtlAllocateHeap
371,2250,RtlInitAnsiString
372,2250,RtlAnsiStringToUnicodeString
373,2250,RpcSsGetContextBinding
374,2250,RtlFreeHeap
375,2250,GetServiceDisplayNameA
376,2250,memset
377,2250,memset
378,2250,SetLastError
379,2250,RtlSetLastWin32Error
380,2250,CreateServiceA
381,2250,RtlAllocateHeap
382,2250,RtlInitAnsiString
383,2250,RtlAnsiStringToUnicodeString
384,2250,RpcSsGetContextBinding
385,2250,RtlFreeHeap
386,2250,GetServiceDisplayNameA
387,2250,memset
388,2250,memset
389,2250,SetLastError
390,2250,RtlSetLastWin32Error
391,2250,CreateServiceA
392,2250,RtlAllocateHeap
393,2250,RtlInitAnsiString
394,2250,RtlAnsiStringToUnicodeString
395,2250,RpcSsGetContextBinding
396,2250,RtlFreeHeap
397,2250,GetServiceDisplayNameA
398,2250,memset
399,2250,memset
400,2250,SetLastError
401,2250,RtlSetLastWin32Error
402,2250,CreateServiceA
403,2250,RtlAllocateHeap
404,2250,RtlInitAnsiString
405,2250,RtlAnsiStringToUnicodeString
406,2250,RpcSsGetContextBinding
407,2250,RtlFreeHeap
408,2250,GetServiceDisplayNameA
409,2250,memset
410,2250,memset
411,2250,SetLastError
412,2250,RtlSetLastWin32Error
413,2250,CreateServiceA
414,2250,RtlAllocateHeap
415,2250,RtlInitAnsiString
416,2250,RtlAnsiStringToUnicodeString
417,2250,RpcSsGetContextBinding
418,2250,RtlFreeHeap
419,2250,GetServiceDisplayNameA
420,2250,memset
421,2250,memset
422,2250,SetLastError
423,2250,RtlSetLastWin32Error
424,2250,CreateServiceA
425,2250,RtlAllocateHeap
426,2250,RtlInitAnsiString
427,2250,RtlAnsiStringToUnicodeString
428,2250,RpcSsGetContextBinding
429,2250,RtlFreeHeap
430,2250,GetServiceDisplayNameA
431,2250,memset
432,2250,memset
433,2250,SetLastError
434,2250,RtlSetLastWin32Error
435,2250,CreateServiceA
436,2250,RtlAllocateHeap
437,2250,RtlInitAnsiString
438,2250,RtlAnsiStringToUnicodeString
439,2250,RpcSsGetContextBinding
440,2250,RtlFreeHeap
441,2250,GetServiceDisplayNameA
442,2250,memset
443,2250,memset
444,2250,SetLastError
445,2250,RtlSetLastWin32Error
446,2250,CreateServiceA
447,2250,RtlAllocateHeap
448,2250,RtlInitAnsiString
449,2250,RtlAnsiStringToUnicodeString
450,2250,RpcSsGetContextBinding
451,2250,RtlFreeHeap
452,2250,GetServiceDisplayNameA
453,2250,memset
454,2250,memset
455,2250,SetLastError
456,2250,RtlSetLastWin32Error
457,2250,CreateServiceA
458,2250,RtlAllocateHeap
459,2250,RtlInitAnsiString
460,2250,RtlAnsiStringToUnicodeString
461,2250,RpcSsGetContextBinding
462,2250,RtlFreeHeap
463,2250,GetServiceDisplayNameA
464,2250,memset
465,2250,memset
466,2250,SetLastError
467,2250,RtlSetLastWin32Error
468,2250,CreateServiceA
469,2250,RtlAllocateHeap
470,2250,RtlInitAnsiString
471,2250,RtlAnsiStringToUnicodeString
472,2250,RpcSsGetContextBinding
473,2250,RtlFreeHeap
474,2250,GetServiceDisplayNameA
475,2250,memset
476,2250,memset
477,2250,SetLastError
478,2250,RtlSetLastWin32Error
479,2250,CreateServiceA
480,2250,RtlAllocateHeap
481,2250,RtlInitAnsiString
482,2250,RtlAnsiStringToUnicodeString
483,2250,RpcSsGetContextBinding
484,2250,RtlFreeHeap
485,2250,GetServiceDisplayNameA
486,2250,memset
487,2250,memset
488,2250,SetLastError
489,2250,RtlSetLastWin32Error
490,2250,CreateServiceA
491,2250,RtlAllocateHeap
492,2250,RtlInitAnsiString
493,2250,RtlAnsiStringToUnicodeString
494,2250,RpcSsGetContextBinding
495,2250,RtlFreeHeap
496,2250,GetServiceDisplayNameA
497,2250,memset
498,2250,memset
499,2250,SetLastError
